Size,Area Type,City,Furnishing Status,Tenant Preferred,BHK,Bathroom,Rent
3500.00,2.00,3.00,2.00,2.00,4.00,4.00,250000.00
3000.00,2.00,3.00,3.00,1.00,4.00,4.00,80000.00
1144.00,2.00,3.00,2.00,2.00,2.00,2.00,22999.00
1750.00,2.00,3.00,3.00,1.00,3.00,3.00,36000.00
1450.00,1.00,3.00,3.00,2.00,3.00,2.00,70000.00
590.00,1.00,3.00,3.00,2.00,2.00,1.00,12500.00
900.00,1.00,3.00,2.00,2.00,2.00,2.00,18000.00
800.00,1.00,3.00,2.00,2.00,2.00,1.00,10000.00
1000.00,1.00,3.00,2.00,2.00,2.00,2.00,18000.00
1650.00,1.00,3.00,2.00,3.00,3.00,3.00,37000.00
700.00,2.00,3.00,2.00,2.00,2.00,2.00,18000.00
1280.00,1.00,3.00,2.00,2.00,3.00,2.00,25000.00
700.00,1.00,3.00,3.00,2.00,2.00,2.00,10000.00
980.00,1.00,3.00,3.00,2.00,2.00,2.00,15000.00
900.00,2.00,3.00,2.00,2.00,2.00,2.00,15000.00
450.00,1.00,3.00,3.00,3.00,1.00,1.00,9000.00
1200.00,1.00,3.00,3.00,2.00,2.00,2.00,14000.00
650.00,1.00,3.00,2.00,2.00,2.00,2.00,8500.00
1903.00,1.00,3.00,2.00,2.00,3.00,3.00,35000.00
650.00,1.00,3.00,2.00,2.00,2.00,1.00,10000.00
450.00,2.00,3.00,3.00,2.00,1.00,1.00,5000.00
900.00,2.00,3.00,3.00,1.00,2.00,2.00,23000.00
550.00,1.00,3.00,3.00,3.00,2.00,1.00,15000.00
750.00,1.00,3.00,2.00,2.00,2.00,2.00,18500.00
1000.00,1.00,3.00,2.00,2.00,2.00,2.00,28000.00
1050.00,2.00,3.00,2.00,3.00,3.00,3.00,32000.00
650.00,2.00,3.00,1.00,3.00,1.00,2.00,14000.00
400.00,1.00,3.00,2.00,2.00,1.00,1.00,7000.00
1075.00,2.00,3.00,2.00,3.00,3.00,3.00,33000.00
2000.00,2.00,3.00,2.00,1.00,3.00,3.00,100000.00
720.00,1.00,3.00,2.00,2.00,2.00,2.00,18000.00
1000.00,2.00,3.00,3.00,1.00,3.00,2.00,16000.00
500.00,1.00,3.00,3.00,2.00,1.00,1.00,8500.00
900.00,1.00,3.00,1.00,2.00,2.00,2.00,10000.00
900.00,1.00,3.00,2.00,2.00,2.00,2.00,13500.00
900.00,1.00,3.00,2.00,2.00,2.00,2.00,19000.00
1000.00,1.00,3.00,3.00,2.00,1.00,2.00,11500.00
1300.00,1.00,3.00,2.00,3.00,3.00,3.00,22000.00
1383.00,1.00,3.00,2.00,1.00,3.00,3.00,12000.00
800.00,2.00,3.00,2.00,1.00,2.00,2.00,10000.00
1500.00,2.00,3.00,3.00,1.00,2.00,2.00,15000.00
1350.00,2.00,3.00,2.00,1.00,3.00,2.00,35000.00
2000.00,2.00,3.00,2.00,1.00,3.00,3.00,70000.00
1200.00,2.00,3.00,3.00,1.00,3.00,2.00,32000.00
1912.00,2.00,3.00,3.00,1.00,3.00,3.00,35000.00
500.00,2.00,3.00,3.00,1.00,1.00,1.00,10000.00
950.00,1.00,3.00,3.00,1.00,2.00,2.00,11000.00
1000.00,2.00,3.00,3.00,1.00,2.00,2.00,12000.00
1600.00,2.00,3.00,3.00,1.00,3.00,3.00,40000.00
900.00,1.00,3.00,3.00,2.00,2.00,2.00,8000.00
1265.00,1.00,3.00,2.00,2.00,3.00,2.00,20000.00
1060.00,1.00,3.00,2.00,2.00,3.00,2.00,12000.00
1050.00,1.00,3.00,2.00,2.00,2.00,2.00,15000.00
1500.00,2.00,3.00,3.00,1.00,3.00,3.00,27000.00
890.00,2.00,3.00,3.00,1.00,2.00,2.00,13000.00
700.00,2.00,3.00,3.00,2.00,2.00,3.00,9000.00
1146.00,2.00,3.00,2.00,2.00,3.00,2.00,25000.00
700.00,1.00,3.00,2.00,2.00,1.00,1.00,12000.00
800.00,2.00,3.00,2.00,1.00,2.00,2.00,18000.00
640.00,2.00,3.00,3.00,2.00,2.00,2.00,9500.00
909.00,1.00,3.00,2.00,2.00,2.00,2.00,14000.00
2400.00,2.00,3.00,3.00,1.00,4.00,3.00,40000.00
3800.00,2.00,3.00,2.00,2.00,4.00,4.00,70000.00
400.00,1.00,3.00,3.00,2.00,2.00,2.00,15000.00
886.00,1.00,3.00,3.00,3.00,2.00,2.00,8500.00
1570.00,1.00,3.00,2.00,2.00,3.00,3.00,27500.00
900.00,1.00,3.00,3.00,2.00,2.00,2.00,15000.00
400.00,1.00,3.00,3.00,2.00,1.00,1.00,5000.00
1600.00,1.00,3.00,2.00,2.00,2.00,2.00,26000.00
1000.00,1.00,3.00,3.00,2.00,2.00,2.00,14000.00
850.00,1.00,3.00,2.00,2.00,2.00,2.00,20000.00
750.00,1.00,3.00,3.00,2.00,2.00,2.00,12000.00
750.00,1.00,3.00,3.00,2.00,2.00,2.00,17000.00
2000.00,2.00,3.00,2.00,2.00,3.00,3.00,75000.00
1270.00,1.00,3.00,2.00,1.00,3.00,2.00,19500.00
2000.00,2.00,3.00,2.00,2.00,2.00,2.00,10000.00
1250.00,1.00,3.00,1.00,2.00,2.00,2.00,32000.00
1000.00,1.00,3.00,3.00,3.00,2.00,2.00,15000.00
1050.00,2.00,3.00,2.00,2.00,3.00,3.00,28000.00
800.00,1.00,3.00,2.00,2.00,2.00,2.00,10677.00
1625.00,1.00,3.00,1.00,2.00,3.00,3.00,50000.00
1535.00,1.00,3.00,3.00,2.00,3.00,3.00,32500.00
850.00,2.00,3.00,1.00,2.00,2.00,2.00,23000.00
3800.00,2.00,5.00,2.00,2.00,4.00,4.00,75000.00
4500.00,2.00,5.00,2.00,3.00,4.00,4.00,250000.00
1100.00,1.00,5.00,3.00,2.00,2.00,2.00,10000.00
3200.00,2.00,5.00,2.00,2.00,3.00,3.00,60000.00
647.00,1.00,5.00,3.00,2.00,2.00,1.00,12000.00
1798.00,1.00,5.00,2.00,2.00,3.00,3.00,48000.00
1700.00,2.00,5.00,1.00,2.00,3.00,3.00,58000.00
930.00,1.00,5.00,2.00,2.00,2.00,2.00,14000.00
150.00,1.00,5.00,3.00,2.00,1.00,1.00,7000.00
1200.00,1.00,5.00,2.00,2.00,2.00,2.00,13000.00
1250.00,1.00,5.00,3.00,2.00,2.00,2.00,11000.00
900.00,1.00,5.00,2.00,2.00,2.00,2.00,9500.00
500.00,1.00,5.00,2.00,2.00,1.00,1.00,7500.00
900.00,2.00,5.00,2.00,1.00,2.00,2.00,14000.00
1100.00,1.00,5.00,1.00,3.00,2.00,2.00,16000.00
1500.00,1.00,5.00,2.00,2.00,3.00,3.00,18000.00
500.00,1.00,5.00,3.00,2.00,1.00,1.00,8200.00
1300.00,2.00,5.00,1.00,2.00,3.00,3.00,12000.00
300.00,1.00,5.00,1.00,2.00,1.00,1.00,10000.00
800.00,1.00,5.00,2.00,2.00,2.00,2.00,13000.00
1400.00,2.00,5.00,2.00,2.00,3.00,2.00,22000.00
500.00,1.00,5.00,1.00,2.00,1.00,1.00,10500.00
750.00,1.00,5.00,3.00,2.00,2.00,2.00,11000.00
1200.00,1.00,5.00,2.00,2.00,3.00,3.00,20000.00
1350.00,2.00,5.00,2.00,2.00,3.00,2.00,14000.00
1400.00,1.00,5.00,3.00,2.00,2.00,2.00,12500.00
450.00,1.00,5.00,3.00,2.00,1.00,1.00,10500.00
2061.00,1.00,5.00,1.00,2.00,3.00,3.00,30000.00
100.00,1.00,5.00,1.00,3.00,2.00,2.00,11000.00
1100.00,1.00,5.00,2.00,2.00,2.00,2.00,9000.00
1650.00,2.00,5.00,2.00,3.00,3.00,3.00,35000.00
1500.00,1.00,5.00,2.00,2.00,3.00,3.00,23382.00
1140.00,1.00,5.00,2.00,2.00,2.00,2.00,9500.00
990.00,1.00,5.00,3.00,1.00,2.00,2.00,9000.00
1700.00,1.00,5.00,2.00,2.00,3.00,3.00,60000.00
1200.00,1.00,5.00,3.00,2.00,2.00,2.00,11000.00
850.00,1.00,5.00,3.00,2.00,2.00,2.00,11000.00
900.00,1.00,5.00,3.00,2.00,2.00,2.00,11000.00
800.00,1.00,5.00,2.00,2.00,2.00,2.00,8000.00
1000.00,1.00,5.00,3.00,1.00,2.00,2.00,9000.00
1020.00,1.00,5.00,2.00,2.00,2.00,2.00,8000.00
300.00,1.00,5.00,3.00,2.00,1.00,1.00,5500.00
1800.00,1.00,5.00,2.00,2.00,2.00,2.00,12000.00
919.00,2.00,5.00,2.00,2.00,3.00,2.00,25000.00
25.00,2.00,5.00,2.00,2.00,3.00,3.00,23000.00
1050.00,1.00,5.00,2.00,2.00,2.00,2.00,12000.00
200.00,2.00,5.00,3.00,1.00,2.00,2.00,6500.00
450.00,1.00,5.00,3.00,2.00,1.00,1.00,9000.00
1000.00,1.00,5.00,2.00,2.00,4.00,3.00,25000.00
1250.00,2.00,5.00,2.00,1.00,3.00,2.00,12500.00
1900.00,2.00,5.00,3.00,1.00,3.00,3.00,45000.00
1500.00,1.00,5.00,2.00,2.00,2.00,2.00,27000.00
2395.00,2.00,5.00,2.00,3.00,3.00,3.00,75000.00
1800.00,1.00,5.00,1.00,2.00,2.00,2.00,9000.00
700.00,2.00,5.00,3.00,2.00,2.00,2.00,12000.00
1700.00,1.00,5.00,3.00,3.00,3.00,2.00,24000.00
1200.00,1.00,5.00,3.00,1.00,2.00,2.00,15000.00
1600.00,2.00,5.00,2.00,2.00,3.00,3.00,24000.00
745.00,1.00,5.00,3.00,2.00,2.00,2.00,12000.00
2210.00,1.00,5.00,2.00,3.00,3.00,3.00,27000.00
1450.00,2.00,5.00,2.00,2.00,3.00,3.00,30000.00
1400.00,1.00,5.00,2.00,3.00,3.00,3.00,20000.00
2000.00,2.00,5.00,1.00,1.00,3.00,3.00,22000.00
1815.00,1.00,5.00,2.00,2.00,4.00,3.00,25000.00
1000.00,1.00,5.00,2.00,2.00,2.00,1.00,23000.00
1000.00,1.00,5.00,3.00,2.00,2.00,2.00,12000.00
1200.00,1.00,5.00,3.00,2.00,2.00,3.00,18000.00
2430.00,1.00,5.00,2.00,1.00,3.00,3.00,55000.00
140.00,1.00,5.00,3.00,2.00,1.00,1.00,5000.00
1200.00,1.00,5.00,2.00,2.00,2.00,2.00,13000.00
1100.00,1.00,5.00,3.00,2.00,2.00,3.00,9000.00
800.00,2.00,5.00,3.00,1.00,2.00,2.00,7000.00
1500.00,1.00,5.00,2.00,2.00,3.00,3.00,28000.00
1200.00,1.00,5.00,2.00,2.00,2.00,2.00,15000.00
1350.00,1.00,5.00,2.00,2.00,3.00,3.00,14000.00
2300.00,2.00,5.00,3.00,1.00,5.00,3.00,45000.00
1300.00,1.00,5.00,1.00,2.00,1.00,2.00,12000.00
1000.00,1.00,5.00,2.00,2.00,2.00,2.00,12500.00
1210.00,1.00,5.00,3.00,2.00,2.00,2.00,13000.00
1050.00,1.00,5.00,3.00,2.00,2.00,2.00,9500.00
1600.00,2.00,5.00,2.00,3.00,3.00,3.00,35000.00
300.00,1.00,5.00,3.00,2.00,1.00,1.00,4000.00
300.00,1.00,5.00,2.00,2.00,1.00,1.00,8000.00
1010.00,2.00,5.00,3.00,1.00,2.00,2.00,12500.00
1850.00,2.00,5.00,1.00,1.00,3.00,3.00,65000.00
1300.00,2.00,5.00,2.00,1.00,2.00,2.00,13000.00
1100.00,2.00,5.00,3.00,1.00,2.00,2.00,12500.00
2200.00,2.00,5.00,2.00,2.00,3.00,3.00,45000.00
500.00,3.00,5.00,3.00,2.00,1.00,1.00,6000.00
2290.00,1.00,5.00,2.00,1.00,3.00,3.00,50000.00
1900.00,2.00,5.00,2.00,2.00,3.00,3.00,40000.00
1600.00,2.00,5.00,2.00,2.00,3.00,3.00,30000.00
800.00,1.00,5.00,3.00,2.00,2.00,1.00,7000.00
1600.00,1.00,5.00,1.00,2.00,3.00,3.00,25000.00
500.00,1.00,5.00,3.00,2.00,1.00,1.00,9000.00
1500.00,2.00,5.00,1.00,3.00,3.00,3.00,16000.00
650.00,1.00,5.00,2.00,2.00,1.00,1.00,10500.00
3300.00,2.00,5.00,2.00,3.00,4.00,4.00,100000.00
1200.00,1.00,5.00,3.00,2.00,2.00,2.00,9000.00
800.00,1.00,5.00,2.00,2.00,2.00,2.00,11000.00
1200.00,1.00,5.00,2.00,2.00,3.00,4.00,24000.00
1000.00,1.00,5.00,3.00,2.00,2.00,1.00,12000.00
1600.00,1.00,5.00,3.00,3.00,2.00,3.00,20000.00
1200.00,2.00,5.00,1.00,2.00,2.00,2.00,24000.00
1100.00,1.00,5.00,2.00,2.00,2.00,2.00,12000.00
1250.00,2.00,5.00,2.00,3.00,3.00,3.00,12000.00
1100.00,2.00,5.00,3.00,2.00,2.00,2.00,10000.00
1600.00,1.00,5.00,1.00,2.00,2.00,2.00,45000.00
1000.00,1.00,5.00,2.00,2.00,2.00,2.00,22000.00
455.00,1.00,5.00,3.00,2.00,1.00,1.00,6500.00
1473.00,1.00,5.00,1.00,2.00,3.00,2.00,40000.00
4050.00,1.00,5.00,3.00,2.00,5.00,4.00,300000.00
400.00,1.00,5.00,3.00,2.00,1.00,1.00,4000.00
1300.00,1.00,5.00,2.00,2.00,2.00,2.00,12000.00
2520.00,2.00,5.00,2.00,3.00,4.00,5.00,27000.00
500.00,1.00,5.00,1.00,2.00,1.00,1.00,10000.00
200.00,1.00,5.00,3.00,2.00,2.00,1.00,10000.00
1200.00,1.00,5.00,3.00,2.00,2.00,2.00,10000.00
1950.00,1.00,5.00,2.00,2.00,3.00,3.00,18000.00
500.00,2.00,5.00,2.00,1.00,1.00,1.00,14500.00
500.00,1.00,5.00,3.00,2.00,1.00,3.00,9000.00
1150.00,1.00,5.00,1.00,2.00,2.00,2.00,14000.00
242.00,1.00,5.00,3.00,2.00,2.00,2.00,18000.00
720.00,2.00,5.00,2.00,2.00,2.00,2.00,9500.00
1800.00,1.00,5.00,3.00,1.00,3.00,3.00,49000.00
450.00,1.00,5.00,2.00,2.00,1.00,1.00,9000.00
130.00,1.00,5.00,3.00,2.00,2.00,2.00,130000.00
690.00,1.00,5.00,3.00,2.00,2.00,2.00,8000.00
1000.00,1.00,5.00,1.00,2.00,2.00,2.00,13000.00
1500.00,1.00,5.00,2.00,2.00,3.00,2.00,18000.00
1150.00,1.00,5.00,2.00,2.00,3.00,3.00,18000.00
1783.00,1.00,5.00,2.00,2.00,3.00,2.00,32000.00
900.00,1.00,5.00,3.00,2.00,2.00,2.00,15000.00
1725.00,1.00,5.00,1.00,2.00,3.00,3.00,35000.00
680.00,2.00,5.00,3.00,2.00,1.00,1.00,6000.00
550.00,1.00,5.00,2.00,2.00,1.00,1.00,9000.00
1290.00,1.00,5.00,2.00,2.00,2.00,2.00,9500.00
1450.00,1.00,5.00,2.00,2.00,2.00,2.00,12500.00
1300.00,1.00,5.00,2.00,2.00,2.00,2.00,25000.00
1450.00,1.00,5.00,2.00,2.00,2.00,2.00,15000.00
1496.00,2.00,5.00,2.00,1.00,3.00,2.00,38000.00
1850.00,1.00,5.00,2.00,3.00,3.00,2.00,20000.00
1600.00,2.00,5.00,2.00,2.00,3.00,3.00,15000.00
3500.00,2.00,5.00,2.00,3.00,3.00,3.00,130000.00
1850.00,1.00,5.00,2.00,2.00,3.00,3.00,27000.00
1210.00,1.00,5.00,3.00,2.00,2.00,2.00,16000.00
1400.00,1.00,5.00,2.00,2.00,2.00,2.00,13000.00
950.00,1.00,5.00,2.00,2.00,2.00,2.00,10000.00
878.00,1.00,5.00,2.00,2.00,2.00,2.00,10000.00
875.00,1.00,5.00,3.00,2.00,2.00,2.00,17000.00
300.00,1.00,5.00,1.00,2.00,2.00,2.00,12500.00
1800.00,1.00,5.00,1.00,2.00,3.00,3.00,25000.00
1956.00,1.00,5.00,2.00,1.00,3.00,3.00,35000.00
800.00,1.00,5.00,3.00,2.00,2.00,1.00,12000.00
1175.00,1.00,5.00,3.00,2.00,2.00,2.00,12000.00
1080.00,1.00,5.00,2.00,2.00,2.00,2.00,15000.00
1955.00,1.00,5.00,3.00,1.00,3.00,3.00,45000.00
950.00,1.00,5.00,3.00,2.00,2.00,2.00,20000.00
800.00,1.00,5.00,3.00,2.00,2.00,2.00,15000.00
1090.00,1.00,5.00,3.00,2.00,2.00,2.00,10000.00
1450.00,2.00,5.00,2.00,3.00,3.00,3.00,15000.00
1070.00,2.00,5.00,2.00,2.00,2.00,2.00,19800.00
60.00,1.00,5.00,3.00,2.00,2.00,2.00,8500.00
3133.00,2.00,5.00,1.00,3.00,4.00,5.00,130000.00
900.00,2.00,5.00,3.00,3.00,1.00,1.00,8500.00
60.00,1.00,5.00,2.00,2.00,1.00,1.00,4500.00
600.00,1.00,5.00,3.00,2.00,2.00,2.00,9000.00
750.00,2.00,5.00,2.00,3.00,1.00,1.00,13000.00
900.00,1.00,5.00,3.00,2.00,2.00,2.00,18000.00
1800.00,2.00,5.00,2.00,2.00,3.00,3.00,26000.00
470.00,1.00,5.00,1.00,2.00,1.00,1.00,17000.00
720.00,1.00,5.00,3.00,2.00,2.00,2.00,9000.00
450.00,1.00,5.00,3.00,2.00,1.00,1.00,8000.00
600.00,1.00,5.00,3.00,2.00,2.00,2.00,10000.00
1100.00,1.00,5.00,3.00,2.00,2.00,2.00,12000.00
1300.00,1.00,5.00,3.00,2.00,2.00,2.00,14000.00
1500.00,1.00,5.00,2.00,2.00,2.00,2.00,25000.00
1200.00,1.00,5.00,1.00,2.00,2.00,2.00,22000.00
3000.00,1.00,5.00,2.00,2.00,4.00,4.00,45000.00
2000.00,2.00,5.00,2.00,2.00,3.00,3.00,20000.00
800.00,1.00,5.00,3.00,2.00,2.00,2.00,16000.00
1000.00,2.00,5.00,2.00,2.00,3.00,3.00,35000.00
1200.00,1.00,5.00,3.00,2.00,2.00,2.00,15000.00
400.00,1.00,5.00,3.00,2.00,1.00,1.00,5500.00
1250.00,2.00,5.00,3.00,1.00,3.00,2.00,35000.00
700.00,2.00,5.00,2.00,2.00,1.00,1.00,14000.00
1100.00,1.00,5.00,1.00,2.00,2.00,2.00,25000.00
2050.00,1.00,5.00,2.00,2.00,4.00,2.00,36000.00
1428.00,1.00,5.00,2.00,3.00,2.00,2.00,20000.00
1700.00,2.00,5.00,1.00,3.00,3.00,3.00,30000.00
1140.00,1.00,5.00,2.00,3.00,2.00,2.00,12000.00
1000.00,1.00,5.00,2.00,2.00,2.00,2.00,16000.00
1160.00,1.00,5.00,3.00,1.00,2.00,2.00,13000.00
3000.00,2.00,5.00,1.00,2.00,3.00,2.00,22000.00
450.00,1.00,5.00,3.00,3.00,1.00,1.00,15000.00
1540.00,1.00,5.00,3.00,2.00,3.00,2.00,14000.00
1000.00,1.00,5.00,2.00,2.00,2.00,2.00,8000.00
1417.00,2.00,5.00,1.00,1.00,3.00,3.00,57000.00
2100.00,2.00,5.00,1.00,2.00,3.00,3.00,1200.00
550.00,2.00,5.00,3.00,1.00,2.00,1.00,8000.00
1600.00,1.00,5.00,2.00,2.00,3.00,3.00,15000.00
1200.00,1.00,5.00,1.00,2.00,2.00,2.00,17000.00
500.00,1.00,5.00,1.00,2.00,2.00,2.00,12000.00
1300.00,2.00,5.00,2.00,2.00,3.00,2.00,25000.00
600.00,1.00,5.00,3.00,2.00,2.00,1.00,13000.00
1565.00,2.00,5.00,1.00,2.00,3.00,3.00,35000.00
350.00,1.00,5.00,3.00,2.00,1.00,1.00,6500.00
1100.00,1.00,5.00,3.00,2.00,2.00,2.00,11000.00
1200.00,1.00,5.00,2.00,2.00,2.00,2.00,25000.00
2000.00,1.00,5.00,1.00,3.00,3.00,3.00,35000.00
2200.00,1.00,5.00,2.00,2.00,3.00,3.00,27000.00
1400.00,1.00,5.00,3.00,2.00,3.00,3.00,18000.00
1950.00,1.00,5.00,2.00,2.00,3.00,3.00,20000.00
130.00,2.00,5.00,3.00,2.00,2.00,2.00,8500.00
1300.00,1.00,5.00,2.00,2.00,2.00,2.00,14000.00
1675.00,1.00,5.00,3.00,2.00,3.00,3.00,35000.00
1135.00,1.00,5.00,2.00,2.00,2.00,2.00,16000.00
1800.00,1.00,5.00,3.00,2.00,3.00,2.00,20000.00
1400.00,1.00,5.00,1.00,2.00,3.00,3.00,18000.00
3698.00,2.00,5.00,2.00,3.00,4.00,5.00,140000.00
950.00,1.00,5.00,3.00,2.00,2.00,2.00,10000.00
650.00,1.00,5.00,3.00,2.00,2.00,2.00,12000.00
100.00,2.00,5.00,2.00,2.00,1.00,1.00,5300.00
950.00,2.00,5.00,3.00,1.00,2.00,2.00,11000.00
1000.00,2.00,5.00,3.00,1.00,2.00,2.00,12000.00
900.00,2.00,5.00,2.00,2.00,2.00,1.00,12000.00
1800.00,2.00,5.00,2.00,2.00,3.00,3.00,20000.00
1000.00,1.00,5.00,3.00,2.00,2.00,2.00,13000.00
1800.00,1.00,5.00,2.00,2.00,3.00,3.00,22000.00
1000.00,1.00,5.00,2.00,2.00,2.00,2.00,15000.00
450.00,1.00,5.00,3.00,2.00,1.00,1.00,5400.00
1771.00,1.00,5.00,3.00,2.00,3.00,3.00,16500.00
1150.00,2.00,5.00,1.00,2.00,2.00,2.00,12000.00
1000.00,1.00,5.00,2.00,2.00,2.00,2.00,8500.00
1050.00,2.00,5.00,2.00,1.00,2.00,2.00,14000.00
1500.00,2.00,5.00,3.00,2.00,3.00,2.00,15000.00
750.00,1.00,5.00,3.00,2.00,2.00,2.00,6000.00
1100.00,1.00,5.00,2.00,2.00,2.00,2.00,14000.00
800.00,1.00,5.00,3.00,2.00,2.00,2.00,15000.00
150.00,2.00,5.00,3.00,1.00,3.00,3.00,37000.00
750.00,1.00,5.00,3.00,2.00,1.00,1.00,6500.00
600.00,1.00,5.00,3.00,2.00,2.00,1.00,10000.00
1080.00,1.00,5.00,2.00,2.00,2.00,2.00,12000.00
1100.00,1.00,5.00,3.00,2.00,2.00,2.00,12000.00
750.00,1.00,5.00,2.00,2.00,2.00,2.00,9000.00
2405.00,1.00,5.00,2.00,1.00,3.00,4.00,60000.00
1248.00,2.00,5.00,2.00,2.00,2.00,2.00,18000.00
1110.00,2.00,5.00,2.00,2.00,2.00,2.00,14000.00
2300.00,2.00,5.00,2.00,2.00,3.00,3.00,50000.00
1000.00,2.00,5.00,1.00,1.00,2.00,2.00,17000.00
800.00,1.00,5.00,3.00,2.00,2.00,2.00,9000.00
3115.00,1.00,5.00,1.00,2.00,4.00,5.00,80000.00
500.00,1.00,5.00,3.00,2.00,1.00,1.00,7500.00
950.00,2.00,5.00,3.00,2.00,2.00,2.00,14000.00
1374.00,1.00,5.00,2.00,2.00,2.00,2.00,14000.00
1300.00,2.00,5.00,1.00,2.00,1.00,1.00,10000.00
1150.00,1.00,5.00,1.00,2.00,2.00,2.00,17000.00
450.00,2.00,5.00,2.00,1.00,1.00,1.00,6500.00
927.00,1.00,5.00,2.00,2.00,2.00,2.00,10000.00
1500.00,1.00,5.00,3.00,2.00,3.00,3.00,22000.00
1200.00,1.00,5.00,3.00,2.00,2.00,2.00,15000.00
1200.00,1.00,5.00,2.00,2.00,2.00,2.00,12000.00
2800.00,2.00,5.00,1.00,3.00,3.00,3.00,52000.00
562.00,1.00,5.00,3.00,2.00,1.00,1.00,6500.00
1500.00,1.00,5.00,2.00,2.00,2.00,2.00,20000.00
1950.00,1.00,5.00,2.00,2.00,3.00,3.00,25000.00
1360.00,1.00,5.00,1.00,1.00,3.00,2.00,14000.00
1800.00,1.00,5.00,2.00,2.00,3.00,3.00,25000.00
950.00,1.00,5.00,2.00,2.00,2.00,2.00,12500.00
780.00,2.00,5.00,3.00,1.00,2.00,2.00,12000.00
500.00,1.00,5.00,2.00,2.00,1.00,1.00,10000.00
1050.00,1.00,5.00,2.00,2.00,2.00,2.00,17000.00
600.00,2.00,5.00,2.00,1.00,1.00,1.00,15500.00
1800.00,2.00,5.00,2.00,2.00,3.00,3.00,65000.00
1800.00,2.00,5.00,3.00,2.00,3.00,3.00,60000.00
1900.00,2.00,5.00,2.00,3.00,3.00,3.00,45000.00
1100.00,1.00,5.00,3.00,2.00,2.00,2.00,10500.00
200.00,1.00,5.00,3.00,2.00,2.00,1.00,9000.00
1400.00,1.00,5.00,2.00,2.00,3.00,3.00,20000.00
1200.00,2.00,5.00,2.00,1.00,2.00,2.00,20000.00
1600.00,1.00,5.00,1.00,2.00,3.00,3.00,18000.00
1150.00,1.00,5.00,2.00,2.00,2.00,2.00,12000.00
130.00,1.00,5.00,3.00,2.00,2.00,2.00,12000.00
3800.00,2.00,5.00,2.00,2.00,4.00,4.00,120000.00
1720.00,1.00,5.00,2.00,2.00,3.00,3.00,28000.00
500.00,1.00,5.00,3.00,2.00,1.00,1.00,6000.00
1200.00,1.00,5.00,3.00,2.00,2.00,2.00,12500.00
2400.00,1.00,5.00,2.00,2.00,4.00,4.00,31000.00
800.00,1.00,5.00,1.00,2.00,2.00,2.00,7000.00
1300.00,1.00,5.00,2.00,2.00,2.00,2.00,22000.00
1400.00,1.00,5.00,1.00,2.00,2.00,2.00,17500.00
650.00,1.00,5.00,3.00,2.00,2.00,2.00,14000.00
103.00,1.00,5.00,3.00,2.00,2.00,2.00,9500.00
950.00,1.00,5.00,2.00,2.00,1.00,1.00,7000.00
1500.00,1.00,5.00,3.00,2.00,3.00,3.00,15000.00
1550.00,2.00,5.00,3.00,2.00,3.00,2.00,15000.00
140.00,1.00,5.00,3.00,2.00,2.00,2.00,10000.00
1800.00,1.00,5.00,3.00,2.00,3.00,2.00,14000.00
2550.00,2.00,5.00,2.00,2.00,4.00,4.00,85000.00
500.00,1.00,5.00,3.00,2.00,1.00,1.00,5500.00
800.00,1.00,5.00,2.00,2.00,2.00,2.00,14000.00
800.00,1.00,5.00,2.00,2.00,2.00,2.00,10000.00
1300.00,1.00,5.00,3.00,2.00,2.00,2.00,10000.00
600.00,1.00,5.00,3.00,2.00,2.00,2.00,13000.00
1000.00,1.00,5.00,3.00,2.00,3.00,3.00,20000.00
1000.00,2.00,5.00,2.00,2.00,3.00,3.00,25000.00
500.00,1.00,5.00,2.00,2.00,1.00,1.00,7500.00
8000.00,1.00,5.00,3.00,2.00,1.00,10.00,200000.00
1100.00,2.00,5.00,3.00,2.00,2.00,2.00,12000.00
1100.00,2.00,5.00,3.00,2.00,2.00,2.00,9500.00
200.00,2.00,5.00,3.00,1.00,2.00,2.00,12000.00
1800.00,1.00,5.00,3.00,3.00,2.00,2.00,10000.00
190.00,1.00,5.00,1.00,2.00,2.00,2.00,8000.00
1350.00,1.00,5.00,3.00,2.00,3.00,2.00,16000.00
1200.00,1.00,5.00,3.00,2.00,2.00,2.00,12333.00
400.00,2.00,5.00,3.00,1.00,1.00,1.00,9500.00
1200.00,1.00,5.00,2.00,2.00,2.00,2.00,16000.00
1400.00,1.00,5.00,2.00,2.00,3.00,3.00,20000.00
1300.00,2.00,5.00,3.00,1.00,3.00,3.00,14000.00
400.00,2.00,5.00,3.00,2.00,1.00,1.00,7500.00
650.00,1.00,5.00,3.00,2.00,1.00,1.00,13900.00
500.00,1.00,5.00,3.00,1.00,1.00,1.00,5500.00
875.00,1.00,5.00,2.00,2.00,2.00,2.00,9000.00
850.00,1.00,5.00,3.00,2.00,1.00,2.00,4700.00
1730.00,1.00,5.00,2.00,2.00,3.00,3.00,30000.00
1500.00,2.00,5.00,2.00,1.00,3.00,3.00,16500.00
1600.00,2.00,5.00,2.00,2.00,3.00,3.00,24000.00
900.00,1.00,5.00,3.00,2.00,2.00,2.00,9500.00
925.00,1.00,5.00,2.00,2.00,2.00,2.00,12000.00
1500.00,1.00,5.00,3.00,2.00,2.00,2.00,15000.00
1600.00,2.00,5.00,2.00,3.00,3.00,3.00,22500.00
1300.00,2.00,5.00,2.00,1.00,3.00,3.00,32000.00
